timestamp,value,is_anomaly,predicted
1425140873,37,FALSE,26.558092
1425141173,26,FALSE,39.78557
1425141473,26,FALSE,31.84184
1425141773,48,TRUE,29.426891
1425142073,40,FALSE,38.204327
1425142373,44,FALSE,33.606617
1425142673,42,FALSE,34.817963
1425142973,37,FALSE,37.621597
1425143273,44,FALSE,30.129755
1425143573,53,FALSE,35.80717
1425143873,37,FALSE,42.2064
1425144173,67,FALSE,37.36766
1425144473,33,FALSE,51.071743
1425144773,33,FALSE,43.35465
1425145073,43,FALSE,28.53586
1425145373,44,FALSE,50.36465
1425145673,34,FALSE,38.96412
1425145973,20,FALSE,37.27505
1425146273,37,FALSE,40.687202
1425146573,52,FALSE,30.236803
1425146873,37,FALSE,30.910736
1425147173,33,FALSE,36.857906
1425147473,36,FALSE,34.73386
1425147773,37,FALSE,34.407383
1425148073,29,FALSE,35.430264
1425148373,33,FALSE,32.724323
1425148673,37,FALSE,33.692883
1425148973,32,FALSE,34.61462
1425149273,39,FALSE,36.55062
1425149573,42,FALSE,33.83706
1425149873,52,FALSE,31.139864
1425150173,84,TRUE,34.272923
1425150473,30,FALSE,50.533264
1425150773,25,FALSE,42.359882
1425151073,21,FALSE,33.79187
1425151373,22,FALSE,34.09265
1425151673,32,FALSE,33.45949
1425151973,46,FALSE,37.735245
1425152273,24,FALSE,29.522463
1425152573,19,FALSE,40.27616
1425152873,25,FALSE,31.191889
1425153173,24,FALSE,30.701351
1425153473,42,FALSE,30.292076
1425153773,60,FALSE,44.36786
1425154073,63,TRUE,35.08178
1425154373,35,FALSE,51.92361
1425154673,35,FALSE,37.775063
1425154973,26,FALSE,35.59141
1425155273,22,FALSE,33.400845
1425155573,52,FALSE,28.26745
1425155873,38,FALSE,41.300434
1425156173,37,FALSE,34.63383
1425156473,26,FALSE,32.567852
1425156773,28,FALSE,34.488228
1425157073,51,FALSE,31.172007
1425157373,41,FALSE,33.462452
1425157673,28,FALSE,32.85204
1425157973,55,FALSE,47.57291
1425158273,29,FALSE,40.794655
1425158573,28,FALSE,35.602493
1425158873,20,FALSE,32.07916
1425159173,31,FALSE,29.557116
1425159473,32,FALSE,26.418177
1425159773,40,FALSE,33.809242
1425160073,20,FALSE,33.2062
1425160373,32,FALSE,27.550854
1425160673,33,FALSE,32.402
1425160973,33,FALSE,31.767971
1425161273,40,FALSE,28.612326
1425161573,20,FALSE,47.3862
1425161873,35,FALSE,36.06742
1425162173,40,FALSE,39.80344
1425162473,20,FALSE,33.029167
1425162773,32,FALSE,25.711748
1425163073,29,FALSE,25.252945
1425163373,29,FALSE,27.610735
1425163673,28,FALSE,31.88431
1425163973,30,FALSE,26.331434
1425164273,39,FALSE,29.924547
1425164573,24,FALSE,28.29529
1425164873,22,FALSE,26.37345
1425165173,32,FALSE,28.077217
1425165473,26,FALSE,29.76173
1425165773,31,FALSE,37.95176
1425166073,40,FALSE,29.231476
1425166373,37,FALSE,36.210896
1425166673,36,FALSE,30.121487
1425166973,24,FALSE,26.340742
1425167273,14,FALSE,27.706696
1425167573,26,FALSE,25.147106
1425167873,37,FALSE,27.469011
1425168173,24,FALSE,29.898493
1425168473,26,FALSE,27.900133
1425168773,24,FALSE,25.513493
1425169073,38,FALSE,24.28583
1425169373,18,FALSE,28.06662
1425169673,35,FALSE,24.80357
1425169973,20,FALSE,36.795376
1425170273,34,FALSE,24.458237
1425170573,16,FALSE,26.630226
1425170873,26,FALSE,23.115353
1425171173,18,FALSE,23.164125
1425171473,33,FALSE,26.274422
1425171773,38,FALSE,25.754889
1425172073,36,FALSE,30.927902
1425172373,25,FALSE,33.38689
1425172673,28,FALSE,28.125256
1425172973,21,FALSE,32.478333
1425173273,13,FALSE,23.869488
1425173573,30,FALSE,22.686205
1425173873,25,FALSE,29.806501
1425174173,30,FALSE,22.953316
1425174473,21,FALSE,27.204346
1425174773,19,FALSE,21.472466
1425175073,38,FALSE,24.018309
1425175373,40,FALSE,29.531519
1425175673,33,FALSE,31.675196
1425175973,22,FALSE,32.481335
1425176273,13,FALSE,29.75105
1425176573,16,FALSE,21.892366
1425176873,47,FALSE,22.873255
1425177173,32,FALSE,31.452919
1425177473,35,FALSE,28.601273
1425177773,20,FALSE,32.60426
1425178073,30,FALSE,24.540682
1425178373,17,FALSE,22.977226
1425178673,24,FALSE,26.014296
1425178973,17,FALSE,23.285604
1425179273,16,FALSE,22.053343
1425179573,30,FALSE,17.55499
1425179873,16,FALSE,21.24034
1425180173,9,FALSE,18.295975
1425180473,32,FALSE,18.131718
1425180773,33,FALSE,21.582895
1425181073,35,FALSE,21.696615
1425181373,22,FALSE,31.022884
1425181673,20,FALSE,21.405142
1425181973,14,FALSE,21.247066
1425182273,22,FALSE,19.807604
1425182573,29,FALSE,18.279825
1425182873,17,FALSE,24.172827
1425183173,26,FALSE,21.741966
1425183473,24,FALSE,28.30563
1425183773,31,FALSE,20.67072
1425184073,19,FALSE,24.519957
1425184373,20,FALSE,18.236504
1425184673,27,FALSE,18.5807
1425184973,16,FALSE,16.58292
1425185273,26,FALSE,17.735584
1425185573,51,FALSE,24.392347
1425185873,32,FALSE,28.253828
1425186173,40,FALSE,22.10153
1425186473,34,FALSE,25.181988
1425186773,22,FALSE,30.137682
1425187073,45,FALSE,19.856363
1425187373,23,FALSE,30.617687
1425187673,38,FALSE,19.804966
1425187973,24,FALSE,26.37822
1425188273,19,FALSE,21.543167
1425188573,14,FALSE,19.316006
1425188873,24,FALSE,20.764471
1425189173,22,FALSE,17.678185
1425189473,17,FALSE,25.273708
1425189773,21,FALSE,18.36449
1425190073,23,FALSE,17.302649
1425190373,27,FALSE,19.592745
1425190673,19,FALSE,20.399252
1425190973,19,FALSE,22.714407
1425191273,21,FALSE,21.308922
1425191573,28,FALSE,22.973509
1425191873,14,FALSE,18.869822
1425192173,11,FALSE,19.545265
1425192473,9,FALSE,17.811018
1425192773,20,FALSE,18.439426
1425193073,16,FALSE,14.380305
1425193373,13,FALSE,19.064482
1425193673,11,FALSE,15.642592
1425193973,12,FALSE,17.934946
1425194273,12,FALSE,17.784798
1425194573,31,FALSE,15.00541
1425194873,20,FALSE,25.016283
1425195173,22,FALSE,22.127533
1425195473,12,FALSE,20.325657
1425195773,15,FALSE,17.467642
1425196073,6,FALSE,16.237936
1425196373,14,FALSE,12.508354
1425196673,11,FALSE,16.664204
1425196973,14,FALSE,16.47168
1425197273,71,TRUE,14.745347
1425197573,9,FALSE,27.381422
1425197873,4,FALSE,16.089281
1425198173,15,FALSE,15.559306
1425198473,19,FALSE,14.375863
1425198773,15,FALSE,13.9096
1425199073,15,FALSE,14.978296
1425199373,17,FALSE,10.36631
1425199673,6,FALSE,13.786015
1425199973,18,FALSE,14.034264
1425200273,19,FALSE,15.918562
1425200573,23,FALSE,17.124882
1425200873,20,FALSE,19.448547
1425201173,11,FALSE,12.234173
1425201473,14,FALSE,14.097993
1425201773,8,FALSE,13.655502
1425202073,12,FALSE,12.7248335
1425202373,13,FALSE,19.496943
1425202673,17,FALSE,13.551121
1425202973,10,FALSE,12.880418
1425203273,11,FALSE,12.95038
1425203573,11,FALSE,13.027577
1425203873,19,FALSE,12.092547
1425204173,13,FALSE,13.091751
1425204473,8,FALSE,14.3625145
1425204773,16,FALSE,12.345747
1425205073,14,FALSE,11.483702
1425205373,7,FALSE,12.534439
1425205673,12,FALSE,12.223858
1425205973,22,FALSE,21.201561
1425206273,10,FALSE,14.584963
1425206573,11,FALSE,11.82401
1425206873,24,FALSE,13.350419
1425207173,14,FALSE,14.111148
1425207473,18,FALSE,13.473608
1425207773,18,FALSE,12.675162
1425208073,7,FALSE,12.188673
1425208373,9,FALSE,10.744655
1425208673,8,FALSE,12.898288
1425208973,12,FALSE,16.043617
1425209273,14,FALSE,14.6543
1425209573,20,FALSE,11.379058
1425209873,27,TRUE,11.479661
1425210173,10,FALSE,17.254652
1425210473,13,FALSE,12.349753
1425210773,10,FALSE,13.811811
1425211073,17,FALSE,12.097369
1425211373,30,TRUE,11.749029
1425211673,16,FALSE,19.197514
1425211973,11,FALSE,16.943691
1425212273,13,FALSE,13.066098
1425212573,19,FALSE,14.094766
1425212873,12,FALSE,15.507893
1425213173,12,FALSE,15.998374
1425213473,19,FALSE,13.620926
1425213773,20,FALSE,15.98932
1425214073,24,FALSE,13.290213
1425214373,22,FALSE,14.669682
1425214673,26,FALSE,18.976946
1425214973,19,FALSE,20.141645
1425215273,16,FALSE,20.298576
1425215573,43,TRUE,17.978363
1425215873,21,FALSE,21.815702
1425216173,18,FALSE,17.716455
1425216473,22,FALSE,18.02155
1425216773,25,FALSE,19.751379
1425217073,24,FALSE,20.39162
1425217373,25,FALSE,22.412186
1425217673,36,FALSE,21.010433
1425217973,16,FALSE,25.661459
1425218273,23,FALSE,20.462477
1425218573,35,FALSE,20.29398
1425218873,26,FALSE,24.30114
1425219173,79,TRUE,25.978662
1425219473,22,FALSE,29.021887
1425219773,16,FALSE,28.622288
1425220073,29,FALSE,24.621986
1425220373,16,FALSE,23.474695
1425220673,24,FALSE,26.294666
1425220973,27,FALSE,25.447166
1425221273,12,FALSE,26.358366
1425221573,14,FALSE,27.15027
1425221873,19,FALSE,25.830832
1425222173,21,FALSE,25.95482
1425222473,20,FALSE,28.688347
1425222773,21,FALSE,26.560892
1425223073,22,FALSE,26.04644
1425223373,21,FALSE,24.464926
1425223673,23,FALSE,24.373081
1425223973,21,FALSE,25.484
1425224273,19,FALSE,27.524342
1425224573,51,TRUE,26.155073
1425224873,134,TRUE,30.580206
1425225173,58,FALSE,38.27298
1425225473,43,FALSE,38.400684
1425225773,34,FALSE,38.375546
1425226073,29,FALSE,32.091827
1425226373,52,FALSE,30.786787
1425226673,36,FALSE,32.694923
1425226973,43,FALSE,34.963615
1425227273,31,FALSE,38.451885
1425227573,27,FALSE,36.244255
1425227873,33,FALSE,30.938671
1425228173,24,FALSE,25.611057
1425228473,28,FALSE,32.069286
1425228773,22,FALSE,36.239475
1425229073,39,FALSE,32.54433
1425229373,34,FALSE,34.29857
1425229673,35,FALSE,32.00356
1425229973,30,FALSE,35.295494
1425230273,33,FALSE,36.551792
1425230573,27,FALSE,30.637718
1425230873,17,FALSE,31.59678
1425231173,24,FALSE,29.143013
1425231473,31,FALSE,30.868368
1425231773,53,FALSE,27.99777
1425232073,59,FALSE,33.24238
1425232373,29,FALSE,29.588154
1425232673,82,TRUE,37.882328
1425232973,26,FALSE,50.97126
1425233273,31,FALSE,36.353565
1425233573,22,FALSE,45.50774
1425233873,34,FALSE,25.673904
1425234173,27,FALSE,35.784706
1425234473,33,FALSE,27.43516
1425234773,30,FALSE,29.790485
1425235073,37,FALSE,31.260433
1425235373,31,FALSE,34.090397
1425235673,47,FALSE,34.352394
1425235973,40,FALSE,35.325695
1425236273,34,FALSE,37.59581
1425236573,42,FALSE,38.281555
1425236873,44,FALSE,35.516518
1425237173,34,FALSE,38.976944
1425237473,62,FALSE,33.47474
1425237773,26,FALSE,37.84546
1425238073,29,FALSE,33.19882
1425238373,37,FALSE,35.506935
1425238673,37,FALSE,33.800102
1425238973,26,FALSE,37.59333
1425239273,32,FALSE,32.280884
1425239573,32,FALSE,34.82677
1425239873,36,FALSE,32.761925
1425240173,23,FALSE,32.918903
1425240473,25,FALSE,34.877068
1425240773,21,FALSE,33.222275
1425241073,30,FALSE,31.704632
1425241373,34,FALSE,34.37975
1425241673,20,FALSE,28.896494
1425241973,15,FALSE,28.90075
1425242273,25,FALSE,27.352575
1425242573,44,FALSE,35.464157
1425242873,41,FALSE,31.645979
1425243173,36,FALSE,35.72223
1425243473,45,FALSE,39.368404
1425243773,33,FALSE,36.081398
1425244073,42,FALSE,38.922005
1425244373,44,FALSE,36.80949
1425244673,58,FALSE,38.05166
1425244973,26,FALSE,33.524326
1425245273,39,FALSE,30.17669
1425245573,70,TRUE,30.94521
1425245873,29,FALSE,35.711964
1425246173,21,FALSE,38.97922
1425246473,30,FALSE,35.719048
1425246773,90,TRUE,34.31972
1425247073,108,TRUE,36.69324
1425247373,101,TRUE,42.273666
1425247673,68,FALSE,37.58026
1425247973,36,FALSE,45.628574
1425248273,34,FALSE,38.766075
1425248573,51,FALSE,39.57216
1425248873,37,FALSE,40.48588
1425249173,42,FALSE,44.50912
1425249473,38,FALSE,39.962883
1425249773,42,FALSE,37.864662
1425250073,42,FALSE,37.085434
1425250373,29,FALSE,40.123875
1425250673,43,FALSE,31.80115
1425250973,47,FALSE,36.32974
1425251273,35,FALSE,46.792297
1425251573,37,FALSE,30.80723
1425251873,25,FALSE,32.981102
1425252173,27,FALSE,35.663044
1425252473,33,FALSE,37.004257
1425252773,26,FALSE,32.31128
1425253073,25,FALSE,29.760065
1425253373,50,FALSE,33.8998
1425253673,34,FALSE,33.33414
1425253973,32,FALSE,38.388683
1425254273,38,FALSE,35.21211
1425254573,47,FALSE,33.234486
